E(keV)	tissue(ICRU44)	water	bonecortical(ICRU44)	adipose	aria	Al	Ca	Fe	C	Cu	Ag	Sn	Ba	Si	CsI	GadOX	polietilene	PMMA	teflon	glass(Pyrex)	Pb	CdTe	ZnSe(Te)	W	Mo	PMMA(wat1999)	Poliossimetilene	CaCl2	etanolo	CaCl2_H2O_100	CaCl2_etanolo_150	CaCl2_etanolo_50	Ottone(Cu_06_Zn_04)	Au	Mg	Ti	mix	H	HA_800mg_Idrossiapatite_in_water	HA_200mg_Idrossiapatite_in_water	HA_100mg_Idrossiapatite_in_water	HA_50mg_Idrossiapatite_in_water	I
31.0	0.383	0.358	2.342	0.281	0.000	2.807	2.342	58.661	0.452	89.200	352.906	277.660	3.175	3.076	35.558	82.286	0.258	0.348	0.879	1.650	315.530	139.203	170.937	410.861516045421	26	0.3544	0.476834492243217	5.38463255765192	0.2554844054114	0.676525943785657	0.623814032924408	0.385464266754409	76.160	488.8	0.14950	20.40	1.329	0.0252401602564817	1.569	0.661	0.509	0.434	38.2900912247488
31.5	0.374	0.351	2.266	0.277	0.000	2.688	2.266	56.063	0.444	85.200	339.090	265.844	3.042	2.936	34.073	78.930	0.254	0.343	0.858	1.590	303.045	139.328	161.332	393.384385441475	25	0.3479	0.466961332894199	5.17078929687432	0.250728054391984	0.657111944868482	0.605151543713093	0.375886230983972	72.898	467.5	0.14370	19.49	1.306	0.0252007481469006	1.514	0.642	0.496	0.424	36.689548685739
32.0	0.367	0.343	2.170	0.273	0.000	2.586	2.170	53.622	0.437	81.500	325.931	254.701	2.916	2.819	32.672	75.760	0.250	0.337	0.837	1.530	290.560	139.129	152.613	376.88857135669	24	0.3417	0.45759515855745	4.96986761627092	0.246209129124175	0.638781558386709	0.587555058555782	0.36682931824208	69.839	448.2	0.13850	18.64	1.284	0.0251615617278818	1.461	0.622	0.483	0.413	35.1803112168527
32.5	0.359	0.336	2.093	0.268	0.000	2.486	2.093	51.338	0.430	78.000	313.395	244.183	2.800	2.703	31.348	72.763	0.247	0.332	0.818	1.480	279.210	138.633	144.670	361.309233650924	23	0.3359	0.448700991013832	4.78085875019344	0.241911677241541	0.621454150504325	0.570943825058477	0.358255731422521	66.967	430.8	0.13350	17.84	1.264	0.0251225872156611	1.412	0.605	0.47	0.403	33.7558355073019
33.0	0.352	0.330	2.016	0.264	0.000	2.394	2.016	49.134	0.423	74.800	301.453	234.247	2.688	2.610	121.184	69.927	0.244	0.327	0.799	1.430	267.860	137.867	137.410	346.586211934379	22	0.3303	0.440246870763409	4.60284896051918	0.237821093833446	0.605056470125309	0.555244593612783	0.35013106844796	64.267	413.4	0.12880	17.09	1.244	0.0250838117998533	1.366	0.589	0.459	0.395	32.4101391860817
33.5	0.346	0.324	1.939	0.261	0.000	2.308	1.939	47.087	0.417	71.700	290.072	224.853	2.583	2.516	121.184	67.242	0.241	0.323	0.782	1.390	257.645	136.857	130.755	332.663687452027	21	0.3251	0.432203547856173	4.43500915363237	0.23392398589095	0.58952185567488	0.540390801238188	0.342423962945721	61.727	398.0	0.12440	16.37	1.226	0.0250452236013466	1.322	0.573	0.449	0.386	175.787751610525
34.0	0.339	0.318	1.866	0.258	0.000	2.227	1.866	45.197	0.411	68.700	279.225	215.966	2.482	2.423	121.184	64.696	0.238	0.318	0.765	1.340	248.565	135.630	124.636	319.489864843523	20	0.3201	0.424544209078227	4.27658577938514	0.230208052452117	0.574789538927668	0.526321856345361	0.335105768354541	59.334	382.5	0.12020	15.70	1.208	0.0250068116299522	1.28	0.559	0.438	0.378	169.116437320105
34.5	0.333	0.313	1.801	0.255	0.000	2.148	1.801	43.307	0.405	66.000	268.885	207.551	2.387	2.330	153.450	62.281	0.235	0.314	0.749	1.300	239.485	134.209	118.995	307.016673947348	19	0.3153	0.417244236695271	4.12689283647256	0.226661978401663	0.560804032641908	0.512982510523302	0.328150279595562	57.077	369.0	0.11620	15.07	1.191	0.0249685657421872	1.242	0.545	0.429	0.371	162.776165656356
35.0	0.328	0.307	1.740	0.251	0.000	2.078	1.740	41.653	0.399	63.400	259.023	199.577	2.300	2.248	121.184	59.989	0.232	0.309	0.734	1.260	230.405	132.618	113.779	295.199491395077	19	0.3108	0.410280994654279	3.98530483495436	0.223275340174483	0.547514590742803	0.500322305552369	0.321533487312582	54.948	355.5	0.11260	14.47	1.175	0.0249304765994684	1.204	0.531	0.419	0.363	156.747285139403
35.5	0.322	0.303	1.682	0.248	0.000	2.008	1.682	40.000	0.394	60.900	249.617	192.016	2.216	2.172	77.527	57.811	0.230	0.306	0.720	1.220	222.460	130.877	108.945	283.99688144337	18	0.3064	0.403633638732322	3.85125058869203	0.220038521860792	0.534874731459331	0.488295085600359	0.315233360417568	52.935	342.0	0.10910	13.91	1.159	0.0248925356269402	1.17	0.52	0.411	0.357	151.011459350396
36.0	0.317	0.298	1.626	0.245	0.000	1.943	1.626	38.425	0.389	58.500	240.643	184.841	2.135	2.097	136.091	55.741	0.227	0.302	0.706	1.190	214.515	129.007	104.454	273.370355288475	17	0.3023	0.397282947617441	3.72420772898543	0.216942640420511	0.522841815213918	0.476858566031045	0.309229653292089	51.032	330.4	0.10580	13.37	1.144	0.0248547349731627	1.136	0.508	0.403	0.35	145.551573093169
36.5	0.313	0.294	1.574	0.243	0.000	1.884	1.574	37.008	0.384	56.400	232.077	178.028	2.058	2.029	131.460	53.772	0.225	0.299	0.693	1.160	206.570	127.027	100.272	263.284147976746	17	0.2984	0.391211172326174	3.60369784629044	0.213979478892252	0.51137667023922	0.465973951492339	0.303503734513618	49.231	318.8	0.10270	12.86	1.130	0.0248170674707715	1.105	0.497	0.395	0.345	140.351645144384
37.0	0.307	0.289	1.524	0.240	0.000	1.825	1.524	35.590	0.380	54.200	223.899	171.555	1.985	1.962	127.029	51.897	0.222	0.296	0.681	1.120	199.760	124.953	96.369	253.705011947894	16	0.2947	0.385401901718127	3.48928218007281	0.211141426633381	0.50044325988803	0.455605596995152	0.2980384344139	47.524	307.2	0.09970	12.38	1.116	0.0247795265982634	1.075	0.485	0.387	0.338	135.396747225727
37.5	0.303	0.285	1.478	0.238	0.000	1.771	1.478	34.252	0.375	52.200	216.089	165.400	10.185	1.901	122.788	50.111	0.220	0.293	0.669	1.100	192.950	122.802	92.719	244.602026210738	16	0.2911	0.379839942170632	3.38055778800758	0.208421425756291	0.490008386442198	0.445720706576407	0.29281790914794	45.906	297.5	0.09692	11.93	1.103	0.0247421064429634	1.046	0.475	0.38	0.333	130.672928825839
38.0	0.300	0.282	1.434	0.236	0.000	1.717	1.434	32.992	0.371	50.300	208.628	159.543	9.835	1.841	118.727	48.409	0.218	0.290	0.657	1.070	186.140	120.589	89.299	235.946420143896	15	0.2877	0.374511209734475	3.27715413520016	0.205812923035932	0.480041426938797	0.43628906488764	0.287827519267881	44.370	285.9	0.09431	11.50	1.091	0.0247048016652699	1.02	0.467	0.374	0.328	126.167147502055
38.5	0.296	0.278	1.392	0.234	0.000	1.668	1.392	31.811	0.367	48.500	201.498	153.968	9.485	1.785	114.838	46.786	0.216	0.287	0.646	1.040	180.465	118.325	86.088	227.711410927759	15	0.2844	0.369402633312082	3.17873005215936	0.203309826657677	0.470514097138245	0.427282797685947	0.283053721064899	42.911	276.3	0.09170	11.08	1.079	0.0246676074642094	0.994	0.457	0.368	0.323	121.867204300101
39.0	0.292	0.275	1.352	0.232	0.000	1.622	1.352	30.709	0.363	46.800	194.681	148.656	9.170	1.731	111.113	45.236	0.214	0.284	0.636	1.020	173.655	116.023	83.068	219.872053642908	14	0.2813	0.364502067588387	3.08497101712056	0.200906467255357	0.461400240275891	0.418676157745407	0.278483969171842	41.525	268.5	0.08944	10.70	1.067	0.024630519544314	0.97	0.449	0.362	0.318	117.761683942088
39.5	0.288	0.271	1.313	0.230	0.000	1.576	1.313	29.606	0.359	45.200	188.162	143.594	8.890	1.682	107.543	43.757	0.212	0.282	0.626	0.990	167.980	113.695	80.222	212.405103109128	14	0.2783	0.359798214606635	2.99558672418664	0.198597562758659	0.452675637680567	0.410445333168945	0.274106629115865	40.205	258.9	0.08700	10.32	1.056	0.0245935340838658	0.946	0.44	0.355	0.313	113.839899448134
40.0	0.285	0.268	1.279	0.228	0.000	1.533	1.279	28.583	0.355	43.600	181.925	138.765	8.610	1.633	104.122	42.343	0.210	0.280	0.616	0.968	163.440	111.349	77.536	205.28888658467	13	0.2755	0.355280553020867	2.91030890378154	0.196378186628927	0.44431783872215	0.402568275476072	0.269910898678865	38.950	251.2	0.08491	9.97	1.045	0.0245566477044869	0.924	0.432	0.35	0.309	110.09184087358
40.5	0.282	0.265	1.244	0.226	0.000	1.493	1.244	27.638	0.352	42.100	175.957	134.157	8.330	1.587	100.840	40.991	0.209	0.277	0.607	0.946	157.765	108.995	74.998	198.503186494689	13	0.2727	0.350939274177082	2.8288893662261	0.194243739114065	0.436306007875169	0.395024545180739	0.265886737068452	37.753	243.4	0.08282	9.64	1.035	0.0245198574420788	0.903	0.424	0.345	0.305	106.5081278614
41.0	0.279	0.262	1.212	0.224	0.000	1.455	1.212	26.693	0.349	40.700	170.244	129.757	8.050	1.545	97.693	39.699	0.207	0.275	0.598	0.926	153.225	106.641	72.594	192.029132408878	12	0.2701	0.346765224278949	2.75109824295739	0.192189921197947	0.428620786965233	0.387795172864991	0.262024801027043	36.612	235.7	0.08091	9.32	1.025	0.0244831607190786	0.882	0.417	0.34	0.301	103.079965727449
41.5	0.276	0.260	1.179	0.222	0.000	1.420	1.179	25.748	0.345	39.300	164.772	125.553	7.805	1.503	94.674	38.461	0.205	0.273	0.589	0.905	147.550	104.292	70.315	185.849101539635	12	0.2676	0.342749851983936	2.67672240311112	0.190212710958532	0.421244170906069	0.380862534004887	0.258316387114424	35.524	228.0	0.07900	9.01	1.016	0.0244465553180368	0.863	0.411	0.335	0.298	99.7991048141484
42.0	0.272	0.257	1.150	0.220	0.000	1.385	1.150	24.961	0.342	38.000	159.530	121.535	7.595	1.463	91.775	37.277	0.204	0.271	0.581	0.888	143.010	101.956	68.152	179.946627082658	12	0.2652	0.33888516085378	2.60556402594877	0.188308342082577	0.414159395443402	0.374210236021643	0.254753379492402	34.485	220.2	0.07726	8.72	1.007	0.0244100393564637	0.844	0.404	0.33	0.294	96.6578028658458
42.5	0.270	0.255	1.121	0.220	0.000	1.350	1.121	24.094	0.339	36.700	154.506	117.692	7.350	1.426	88.993	36.142	0.202	0.269	0.573	0.868	139.605	99.637	66.095	174.306313770895	11	0.2629	0.33516366615106	2.53743931200115	0.186473284314197	0.407350835602152	0.367823016218136	0.251328202620978	33.492	214.5	0.07552	8.44	0.998	0.0243736112629169	0.827	0.398	0.326	0.291	93.6487901961679
43.0	0.267	0.252	1.094	0.218	0.000	1.320	1.094	23.386	0.336	35.600	149.690	114.015	7.140	1.389	86.320	35.054	0.201	0.268	0.566	0.852	135.065	97.341	64.137	168.913760059742	11	0.2606	0.331578355532746	2.47217731787128	0.184704225640086	0.400803913689927	0.361686649423065	0.24803377834564	32.543	206.7	0.07395	8.18	0.989	0.0243372697543136	0.809	0.391	0.322	0.287	90.7652374340343
43.5	0.265	0.250	1.068	0.217	0.000	1.287	1.068	22.598	0.334	34.400	145.071	110.494	6.930	1.356	83.753	34.011	0.199	0.265	0.558	0.834	130.525	95.072	62.270	163.755486405988	11	0.2585	0.328122653243162	2.40961890143878	0.182998056036614	0.394505015845655	0.355787864305853	0.244863486916478	31.636	200.9	0.07238	7.93	0.981	0.0243010138144029	0.793	0.386	0.318	0.284	88.0007256505697
44.0	0.263	0.248	1.043	0.215	0.000	1.260	1.043	21.890	0.331	33.300	140.640	107.122	6.720	1.323	81.286	33.010	0.198	0.264	0.551	0.818	127.120	92.832	60.490	158.818869145064	10	0.2565	0.32479038745387	2.34961576577306	0.181351852623587	0.388441416240577	0.350114267447661	0.241811131533019	30.767	195.1	0.07082	7.68	0.973	0.0242648426733724	0.778	0.38	0.314	0.281	85.3492186838457
44.5	0.261	0.246	1.020	0.214	0.000	1.231	1.020	21.260	0.328	32.400	136.388	103.891	6.545	1.291	78.914	32.049	0.197	0.262	0.544	0.805	123.715	90.626	58.789	154.092079510571	10	0.2545	0.321575760437479	2.29202959142614	0.179762866086617	0.382601208142027	0.344654274360687	0.238870906055209	29.935	189.7	0.06943	7.45	0.965	0.024228755788558	0.763	0.375	0.311	0.278	82.8050374922105
45.0	0.258	0.244	0.997	0.213	0.000	1.206	0.997	20.551	0.326	31.400	132.305	100.793	6.335	1.261	76.633	31.126	0.195	0.261	0.538	0.789	120.310	88.455	57.162	149.564027376823	10	0.2526	0.318473321296933	2.23673124796731	0.178228508245156	0.376973241140593	0.339397046740807	0.236037365561587	29.137	184.3	0.06821	7.23	0.958	0.0241927528261838	0.748	0.37	0.307	0.276	80.3628363798967
45.5	0.255	0.242	0.975	0.211	0.000	1.179	0.975	19.921	0.323	30.400	128.385	97.821	6.160	1.233	74.439	30.240	0.194	0.258	0.531	0.776	116.905	86.322	55.605	145.224309339333	9	0.2508	0.315477941002369	2.18360007666262	0.176746340656509	0.371547063920161	0.334332435320106	0.233305399471352	28.373	179.1	0.06682	7.02	0.951	0.0241568336441377	0.734	0.365	0.304	0.273	78.0175809506634
46.0	0.254	0.240	0.954	0.210	0.000	1.155	0.954	19.370	0.321	29.500	124.618	94.969	5.985	1.205	72.328	29.388	0.193	0.257	0.525	0.763	113.273	84.228	54.112	141.063160779782	9	0.2490	0.312584789514303	2.13252323711434	0.175314064157852	0.366312872019561	0.329450927756973	0.230670206978291	27.639	174.1	0.06560	6.82	0.944	0.0241209982756982	0.721	0.36	0.3	0.27	75.7645276564634
46.5	0.252	0.238	0.933	0.209	0.000	1.134	0.933	18.819	0.319	28.600	120.998	92.231	5.845	1.179	70.295	28.568	0.192	0.256	0.519	0.749	110.095	82.175	52.681	137.07141159132	9	0.2474	0.309789314795544	2.08339511147551	0.1739295092586	0.361261460095232	0.324743601064031	0.22812727457203	26.935	169.2	0.06438	6.62	0.937	0.0240852469141876	0.708	0.355	0.297	0.267	73.5992048185319
47.0	0.250	0.236	0.914	0.208	0.000	1.109	0.914	18.268	0.316	27.800	117.518	89.601	5.670	1.153	68.339	27.780	0.191	0.255	0.514	0.738	107.144	80.164	51.307	133.240445266934	9	0.2458	0.307087223535098	2.03611676055787	0.172590627304612	0.356384178247781	0.320202078128945	0.225672355446274	26.259	164.6	0.06316	6.44	0.931	0.0240495798985183	0.695	0.351	0.293	0.265	71.5173950079492
47.5	0.248	0.235	0.897	0.206	0.000	1.088	0.897	17.717	0.314	27.000	114.172	87.074	5.530	1.130	66.454	27.022	0.190	0.254	0.508	0.727	104.193	78.196	49.987	129.562161078484	8	0.2442	0.304474463425686	1.99059542676978	0.171295482343786	0.351672892022391	0.315818487931591	0.223301450615054	25.609	160.2	0.06212	6.26	0.924	0.0240139976995927	0.684	0.347	0.291	0.263	69.51511868164
48.0	0.247	0.233	0.879	0.205	0.000	1.069	0.879	17.244	0.312	26.200	110.952	84.645	5.355	1.107	64.639	26.291	0.189	0.252	0.503	0.714	101.469	76.271	48.717	126.028939096791	8	0.2427	0.301947206852866	1.94674407936607	0.1700422436298	0.347119945734476	0.311585429103506	0.221010791576853	24.984	155.9	0.06107	6.09	0.918	0.023978500907487	0.672	0.343	0.288	0.26	67.588618978015
48.5	0.245	0.231	0.862	0.204	0.000	1.047	0.862	16.772	0.310	25.500	107.854	82.308	5.215	1.083	62.889	25.588	0.188	0.250	0.498	0.705	98.745	74.390	47.495	122.633607824052	8	0.2413	0.299501835868181	1.9044809979728	0.168829178707084	0.342718128808732	0.307495936513212	0.218796824383157	24.383	151.7	0.06003	5.92	0.913	0.0239430902194322	0.66	0.338	0.285	0.258	65.7343475840513
49.0	0.243	0.230	0.845	0.203	0.000	1.028	0.845	16.299	0.308	24.700	104.872	80.061	5.075	1.062	61.203	24.910	0.187	0.249	0.493	0.694	96.135	72.553	46.318	119.369414229085	8	0.2399	0.297134928331643	1.86372939077524	0.167654647025799	0.338460644852151	0.30354345059416	0.216656194982754	23.805	147.8	0.05916	5.77	0.907	0.0239077664285079	0.65	0.335	0.283	0.256	63.9489515926025
49.5	0.242	0.228	0.829	0.202	0.000	1.012	0.829	15.827	0.306	24.100	102.001	77.897	4.970	1.042	59.576	24.257	0.186	0.248	0.488	0.685	93.638	70.760	45.184	116.229995993459	7	0.2385	0.29484324512021	1.82441704413368	0.166517094040613	0.334341083210311	0.299721789161449	0.214585735726226	23.248	143.9	0.05812	5.61	0.901	0.0238725304130427	0.639	0.331	0.279	0.254	62.2292612751804
50.0	0.240	0.227	0.814	0.201	0.000	0.993	0.814	15.433	0.305	23.400	99.234	75.814	4.830	1.021	58.008	115.673	0.185	0.246	0.483	0.674	91.254	69.011	44.090	113.209355792616	7	0.2373	0.292623718309189	1.78647600072522	0.165415045751606	0.330353392781807	0.296025121489528	0.212582452926669	22.712	140.3	0.05725	5.47	0.896	0.0238373831266763	0.63	0.328	0.277	0.252	60.5722787013652
50.5	0.239	0.226	0.801	0.201	0.000	0.977	0.801	15.039	0.303	22.800	96.569	73.808	4.690	1.002	56.494	112.860	0.184	0.245	0.479	0.665	88.984	67.305	43.034	110.301837450882	7	0.2360	0.290473440242495	1.74984226360573	0.16434710364958	0.326491857888286	0.292447944446238	0.210643515383098	22.195	136.6	0.05638	5.33	0.891	0.0238023255890523	0.62	0.325	0.275	0.251	58.9751671414635
51.0	0.237	0.224	0.785	0.200	0.000	0.961	0.785	14.567	0.301	22.100	94.000	71.875	4.585	0.983	55.033	110.136	0.183	0.245	0.474	0.656	86.714	65.643	42.014	107.502103822653	7	0.2348	0.288389653415807	1.71445552384928	0.163311940031706	0.322751076017803	0.288985060499049	0.208766243782158	21.697	133.1	0.05551	5.19	0.886	0.0237673588770944	0.61	0.321	0.272	0.248	57.4352411940391
51.5	0.235	0.223	0.772	0.200	0.000	0.945	0.772	14.252	0.300	21.600	91.523	70.011	4.480	0.967	53.623	107.497	0.182	0.244	0.470	0.647	84.558	64.024	41.028	104.805116264398	7	0.2337	0.286369741103927	1.68025890965636	0.162308293656621	0.319125937277092	0.285631557427727	0.206948100902029	21.217	129.8	0.05481	5.06	0.881	0.0237324841168737	0.602	0.318	0.27	0.247	55.949957584541
52.0	0.234	0.222	0.760	0.199	0.000	0.931	0.760	13.858	0.298	21.100	89.135	68.214	4.340	0.951	52.261	104.939	0.181	0.243	0.466	0.640	82.401	62.446	40.075	102.206115573363	6	0.2326	0.284411218670124	1.64719875503049	0.161334965710944	0.315611605404451	0.282382789593877	0.205186682549715	20.753	126.5	0.05394	4.94	0.876	0.0236977024759954	0.593	0.315	0.268	0.245	54.5169065854998
52.5	0.233	0.220	0.747	0.198	0.000	0.915	0.747	13.543	0.296	20.500	86.830	66.481	4.235	0.934	50.945	102.460	0.180	0.242	0.462	0.631	80.358	60.911	39.153	99.7006042791264	6	0.2315	0.282511725501021	1.6152243863093	0.160390816061822	0.31220350020917	0.27923436063243	0.203479709169532	20.305	123.5	0.05324	4.82	0.872	0.0236630151564919	0.584	0.311	0.266	0.243	53.1338040126321
53.0	0.232	0.219	0.735	0.197	0.000	0.902	0.735	13.150	0.295	20.000	84.606	64.808	4.130	0.918	49.674	100.058	0.180	0.240	0.458	0.624	78.429	59.416	38.260	97.2843301835967	6	0.2305	0.280669017515831	1.58428792500171	0.159474759772383	0.308897281316294	0.276182107443072	0.201825018066407	19.873	120.6	0.05255	4.70	0.867	0.0236284233882092	0.576	0.308	0.264	0.241	51.798483754777
53.5	0.230	0.218	0.724	0.196	0.000	0.888	0.724	12.835	0.293	19.400	82.459	63.193	4.025	0.902	48.446	97.729	0.179	0.239	0.454	0.616	76.613	57.962	37.396	94.9532710535956	6	0.2295	0.278880960203418	1.55434410553172	0.158585763859074	0.305688833106945	0.273222085371312	0.200220556192966	19.455	117.7	0.05185	4.59	0.863	0.0235939284226431	0.568	0.306	0.262	0.24	50.5088907988632
54.0	0.229	0.217	0.712	0.195	0.000	0.875	0.712	12.520	0.292	19.000	80.386	61.634	3.955	0.888	47.258	95.471	0.178	0.238	0.450	0.609	74.797	56.548	36.558	92.7036203780692	6	0.2286	0.277145522144863	1.52535010662199	0.157722844271771	0.302574250754677	0.270350554479195	0.198664373453999	19.052	114.8	0.05116	4.49	0.859	0.0235595315272043	0.561	0.303	0.26	0.238	49.2630747141218
54.5	0.228	0.216	0.701	0.195	0.000	0.864	0.701	12.205	0.291	18.500	78.384	60.128	3.850	0.874	46.110	93.280	0.177	0.238	0.447	0.602	72.981	55.172	35.745	90.5317741091007	6	0.2276	0.275460768983006	1.49726539516985	0.156885063079189	0.299549827267561	0.267563966815098	0.197154616486271	18.661	112.1	0.05063	4.38	0.855	0.0235252339798865	0.553	0.3	0.258	0.237	48.0591835625225
55.0	0.227	0.215	0.691	0.194	0.000	0.850	0.691	11.890	0.289	18.000	76.450	58.673	3.745	0.860	44.999	91.156	0.177	0.237	0.443	0.595	71.278	53.834	34.958	88.4343183125278	6	0.2268	0.273824857803856	1.4700515815748	0.156071525843701	0.296612041454018	0.264858954600362	0.19568952287533	18.284	109.5	0.04994	4.28	0.851	0.0234910370643321	0.546	0.298	0.256	0.236	46.8954582049655
55.5	0.226	0.214	0.682	0.193	0.000	0.839	0.682	11.654	0.288	17.600	74.580	57.266	3.675	0.848	43.924	89.095	0.176	0.236	0.440	0.589	69.689	52.533	34.193	86.4080176599143	5	0.2259	0.272236031897841	1.44367228557299	0.155281379171015	0.293757546737774	0.262232319258038	0.194267415774505	17.919	106.8	0.04924	4.19	0.847	0.0234569420652553	0.539	0.295	0.255	0.234	45.7702269750892
56.0	0.225	0.213	0.672	0.193	0.000	0.829	0.672	11.339	0.287	17.200	72.773	55.906	3.570	0.834	42.884	87.095	0.175	0.236	0.437	0.582	68.100	51.268	33.451	84.4498046991675	5	0.2251	0.270692615871659	1.41809301172015	0.154513808421433	0.290983160754094	0.259681021215838	0.192886698894327	17.565	104.5	0.04872	4.09	0.843	0.023422950264185	0.532	0.293	0.253	0.233	44.6819006947089
56.5	0.224	0.212	0.662	0.192	0.000	0.818	0.662	11.102	0.286	16.800	71.025	54.591	3.497	0.822	41.877	85.155	0.175	0.234	0.434	0.575	66.511	50.039	32.730	82.5567698460906	5	0.2243	0.269193011084001	1.3932810337423	0.15376803557053	0.288285855665461	0.257202170421432	0.191545851833427	17.223	102.2	0.04820	4.00	0.840	0.0233890629355866	0.526	0.29	0.251	0.232	43.6289680068754
57.0	0.223	0.211	0.653	0.191	0.000	0.807	0.653	10.866	0.284	16.400	69.335	53.319	3.413	0.811	40.902	83.271	0.174	0.233	0.430	0.571	65.036	48.844	32.030	80.7261520437745	5	0.2236	0.267735691380688	1.36920528704354	0.15304331720813	0.285662749140297	0.254793017513756	0.190243425724471	16.891	99.9	0.04768	3.92	0.836	0.0233552813432108	0.519	0.288	0.25	0.23	42.6099910043627
57.5	0.222	0.210	0.645	0.190	0.000	0.796	0.645	10.630	0.283	16.000	67.700	52.087	3.336	0.799	39.958	81.442	0.174	0.232	0.427	0.564	63.560	47.683	31.349	78.9553300409497	5	0.2228	0.266319199106855	1.34583626872316	0.152338942665357	0.283111095943281	0.252450945598953	0.188978039171002	16.570	97.6	0.04715	3.83	0.833	0.0233216067368077	0.513	0.286	0.248	0.229	41.6236011330591
58.0	0.220	0.209	0.636	0.190	0.000	0.785	0.636	10.394	0.282	15.600	66.117	50.895	3.259	0.788	39.043	79.666	0.173	0.232	0.425	0.560	62.198	46.554	30.687	77.2418142442665	5	0.2221	0.264942141375665	1.3231459445116	0.151654232260432	0.280628280090243	0.250173462584013	0.187748374453086	16.259	95.4	0.04663	3.75	0.830	0.0232880403490492	0.507	0.283	0.246	0.228	40.6684953512832
58.5	0.219	0.208	0.628	0.189	0.000	0.777	0.628	10.157	0.281	15.200	64.585	49.741	3.185	0.778	38.157	77.942	0.172	0.231	0.422	0.553	60.836	45.458	30.043	75.5832391030176	5	0.2214	0.263603186574732	1.30110766208593	0.150988535654589	0.278211807524653	0.247958194025313	0.186553173981565	15.957	93.3	0.04611	3.67	0.826	0.0232545833927471	0.501	0.281	0.245	0.226	39.7434325274526
59.0	0.219	0.208	0.620	0.189	0.000	0.767	0.620	9.921	0.280	15.000	63.102	48.623	3.115	0.767	37.298	76.267	0.172	0.231	0.419	0.549	59.474	44.393	29.417	73.9773559880566	5	0.2208	0.262301061092993	1.27969607027245	0.150341230310239	0.275859299276359	0.245802876452821	0.185391236982392	15.664	91.4	0.04559	3.60	0.823	0.0232212370582833	0.496	0.28	0.244	0.226	38.8472300598457
59.5	0.218	0.207	0.613	0.188	0.000	0.758	0.613	9.685	0.279	14.600	61.665	47.540	3.045	0.757	36.466	74.640	0.171	0.230	0.416	0.544	58.226	43.357	28.807	72.4220265296275	4	0.2202	0.261034546252167	1.25888704368588	0.149711720044107	0.273568485066546	0.243705351134114	0.184261416394086	15.380	89.5	0.04524	3.52	0.820	0.023188002511279	0.49	0.278	0.242	0.225	37.9787607033877
60.0	0.217	0.206	0.605	0.187	0.000	0.750	0.605	9.449	0.278	14.300	60.274	46.490	2.979	0.748	35.658	73.059	0.171	0.229	0.414	0.540	56.977	42.352	28.214	70.915216381562	4	0.2196	0.259802475428204	1.23865761239299	0.149099433668662	0.271337197325898	0.241663558245379	0.183162615962715	15.104	87.5	0.04472	3.45	0.817	0.0231548808904791	0.484	0.276	0.241	0.223	37.1369495895089
60.5	0.216	0.205	0.597	0.187	0.000	0.742	0.597	9.291	0.277	14.000	58.925	45.473	2.912	0.739	34.875	71.522	0.170	0.229	0.411	0.535	55.729	41.374	27.636	69.4549893817871	4	0.2190	0.258603731349313	1.21898589622317	0.148503823715681	0.26916336559564	0.239675531419249	0.182093787520107	14.836	85.6	0.04420	3.38	0.815	0.0231218733058177	0.479	0.274	0.239	0.222	36.3207714261339
61.0	0.215	0.204	0.589	0.186	0.000	0.734	0.589	9.055	0.276	13.600	57.618	44.486	2.849	0.729	34.115	70.029	0.170	0.227	0.409	0.531	54.594	40.425	27.073	68.039502081389	4	0.2184	0.257437243558206	1.19985104337983	0.147924365236282	0.267045011283644	0.237739392641852	0.181053928432151	14.576	83.9	0.04385	3.32	0.812	0.0230889808366865	0.474	0.271	0.238	0.221	35.5292478658035
61.5	0.214	0.204	0.584	0.186	0.000	0.726	0.584	8.898	0.275	13.400	56.351	43.529	2.790	0.720	33.378	68.577	0.169	0.227	0.406	0.526	53.459	39.502	26.524	66.6669986165864	4	0.2179	0.256301986027163	1.18123317303528	0.147360554672168	0.264980242750031	0.23585334747371	0.180042079205079	14.324	82.1	0.04350	3.25	0.809	0.0230562045303777	0.469	0.27	0.237	0.221	34.7614450308011
62.0	0.214	0.203	0.576	0.185	0.000	0.718	0.576	8.740	0.274	13.100	55.122	42.601	2.730	0.711	32.663	67.165	0.169	0.226	0.404	0.522	52.324	38.606	25.989	65.3358058999052	4	0.2174	0.255196974915415	1.16311332161736	0.146811908793281	0.262967250698751	0.234015680571142	0.179057321238596	14.079	80.4	0.04298	3.19	0.806	0.0230235454006709	0.464	0.268	0.236	0.219	34.01647118495
62.5	0.213	0.202	0.570	0.185	0.000	0.710	0.570	8.504	0.273	12.800	53.930	41.700	2.674	0.704	31.968	65.792	0.168	0.226	0.401	0.517	51.302	37.734	25.468	64.0443291086167	4	0.2169	0.254121266459156	1.14547339252047	0.146277963697372	0.261004303853509	0.23222475148675	0.178098774715629	13.840	78.8	0.04263	3.13	0.804	0.0229910044266028	0.459	0.266	0.234	0.218	33.29347454249
